building;[building];;addr:housenumber;name;1;
deprecated|deprecated;565;x
deprecated|deprecated;566;x
deprecated|deprecated;567;x
highway|secondary|disused;[highway=secondary][disused?];x;name;int_name;568;
deprecated|deprecated;569;x
deprecated|deprecated;570;x
aerialway|chair_lift|5;[aerialway=chair_lift][piste:lift:occupancy=5];x;name;int_name;571;
deprecated|deprecated;572;x
deprecated|deprecated;573;x
highway|motorway|area;[highway=motorway][area?];x;name;int_name;574;
piste:lift|rope_tow;575;
natural|pond;576;
natural|industrial;577;x
highway|secondary_link|tunnel;[highway=secondary_link][tunnel?];;name;int_name;578;
deprecated|deprecated;579;x
deprecated|deprecated;580;x
highway|track|grade5|area;[highway=track][tracktype=grade5][area?];x;name;int_name;581;
deprecated|deprecated;582;x
deprecated|deprecated;583;x
highway|track|racetrack;[highway=raceway];x;name;int_name;584;
highway|tertiary|disused;[highway=tertiary][disused?];x;name;int_name;585;
highway|steps|disused;[highway=steps][disused?];x;name;int_name;586;
aerialway|mixed_lift;587;
railway|planned;588;x
deprecated|deprecated;589;x
deprecated|deprecated;590;x
highway|track|grade3|permissive;[highway=track][tracktype=grade3][access=permissive];x;name;int_name;591;highway|track|grade3
highway|track|grade4|private;[highway=track][tracktype=grade4][access=private];x;name;int_name;592;highway|track|grade4
deprecated|deprecated;593;x
natural|railway;594;x
deprecated|deprecated;595;x
railway|incline;596;x
boundary|administrative|region;[boundary=administrative][border_type=region];;name;int_name;597;
deprecated|deprecated;598;x
deprecated|deprecated;599;x
landuse|raceway;600;x
place|continent;601;
deprecated|deprecated;602;x
deprecated|deprecated;603;x
boundary|administrative|nation;[boundary=administrative][border_type=nation];;name;int_name;604;
railway|dismantled|bridge;[railway=dismantled][bridge?];x;name;int_name;605;
natural|landfill;606;x
deprecated|deprecated;607;x
piste:lift|magic_carpet;608;
natural|scrub|coniferous;[natural=scrub][wood=coniferous];x;name;int_name;609;
deprecated|deprecated;610;x
deprecated|deprecated;611;x
highway|motorway|disused;[highway=motorway][disused?];x;name;int_name;612;
landuse|runway|disused;[landuse=runway][disused?];x;name;int_name;613;
deprecated|deprecated;614;x
natural|brownfield;615;x
natural|village_green;616;x
deprecated|deprecated;617;x
deprecated|deprecated;618;x
piste:lift|j-bar;619;
landuse|scrub|deciduous;[landuse=scrub][wood=deciduous];x;name;int_name;620;
highway|bridleway|area;[highway=bridleway][area?];x;name;int_name;621;
natural|military;622;x
deprecated|deprecated;623;x
deprecated|deprecated;624;x
highway|raceway|disused;[highway=raceway][disused?];x;name;int_name;625;
railway|siding|bridge;[railway=siding][bridge?];;name;int_name;626;
highway|footway|difficult_alpine_hiking;[highway=footway][sac_scale=difficult_alpine_hiking];;name;int_name;627;
man_made|pipeline|oil|overground;[man_made=pipeline][type=oil][location=overground];x;name;int_name;628;
highway|primary_link|area;[highway=primary_link][area?];x;name;int_name;629;
deprecated|deprecated;630;x
highway|track|grade5|permissive;[highway=track][tracktype=grade5][access=permissive];x;name;int_name;631;highway|track|grade5
deprecated|deprecated;632;x
deprecated|deprecated;633;x
highway|tertiary_link|tunnel;[highway=tertiary_link][tunnel?];;name;int_name;634;
man_made|piste:halfpipe;635;x
deprecated|deprecated;636;x
highway|tertiary|cycleway;[highway=tertiary][cycleway?];x;name;int_name;637;
highway|trunk|area;[highway=trunk][area?];x;name;int_name;638;
deprecated|deprecated;639;x
landuse|street;640;x
deprecated|deprecated;641;x
deprecated|deprecated;642;x
landuse|raceway|disused;[landuse=raceway][disused?];x;name;int_name;643;
highway|motorway_link|area;[highway=motorway_link][area?];x;name;int_name;644;
natural|recreation_ground;645;x
deprecated|deprecated;646;x
deprecated|deprecated;647;x
deprecated|deprecated;648;x
deprecated|deprecated;649;x
deprecated|deprecated;650;x
railway|spur|tunnel;[railway=spur][tunnel?];;name;int_name;651;
deprecated|deprecated;652;x
deprecated|deprecated;653;x
highway|trunk|disused;[highway=trunk][disused?];x;name;int_name;654;
highway|trunk_link|area;[highway=trunk_link][area?];x;name;int_name;655;
railway|incline|tunnel;[railway=incline][tunnel?];;name;int_name;656;
boundary|administrative|municipality;[boundary=administrative][border_type=municipality];;name;int_name;657;
deprecated|deprecated;658;x
deprecated|deprecated;659;x
natural|construction;[natural][construction?];x;name;int_name;660;
deprecated|deprecated;661;x
deprecated|deprecated;662;x
railway|dismantled|tunnel;[railway=dismantled][tunnel?];x;name;int_name;663;
leisure|recreation_ground|permissive;[leisure=recreation_ground][access=permissive];x;name;int_name;664;leisure|recreation_ground
railway|yard|bridge;[railway=yard][bridge?];;name;int_name;665;
