Code	Count	#	Symbol
=========================================================
536	1065
537	6728
538	179
539	3145
552	2
553	4
594	1
596	4
600	3
601	141
603	5
609	1
611	1
616	1
618	7
633	2
643	1
652	1
699	69
700	1
702	3
703	9
711	4
712	9
714	1
720	3
750	1
768	2
769	230
770	6
771	4
772	21
773	49
776	6
781	9
803	2
807	93
809	1
817	37
818	21
856	1
862	18
863	18
902	731
904	119
905	8
906	41
908	137
910	14
912	15
913	4280
914	915
915	1061
916	1136
917	7180
918	215
919	430
920	420
921	970
922	2741
923	1317
924	1834
925	1285
926	88
927	9098
928	2622
929	641
931	2114
932	901
933	413
934	522
935	456
936	64
937	198
938	1
940	4643
941	1927
942	6650
943	5119
945	16264
946	1117
947	3857
948	11113
949	5507
950	460
951	4971
952	5932
953	14805
954	10345
955	6650
956	4652
957	14563
958	367
959	16195
960	2559
961	10548
962	15890
963	4348
964	9131
965	6870
966	1211
967	1397
968	96
969	2123
970	102
971	21
972	11798
973	1917
974	1435
978	1
981	1
987	1
988	1
1008	1
1024	1
1025	38
1026	25
1027	57
1028	176
1029	8
1030	1016
1031	107
1032	221
1033	41
1034	12
1035	14
1036	6
1038	4
1039	26
1040	19293
1041	26129
1042	19641
1043	18027
1044	17998
1045	3668
1046	3833
1047	11054
1048	7521
1049	397
1050	40359
1051	16177
1052	26734
1053	15152
1054	13888
1055	32664
1056	15563
1057	39291
1058	16310
1059	8380
1060	3844
1061	6669
1062	3752
1063	7781
1064	7732
1065	945
1066	5
1067	130
1068	192
1069	1964
1070	2183
1071	4891
1072	327097
1073	35622
1074	143919
1075	37233
1076	56030
1077	200924
1078	16358
1079	29280
1080	187814
1081	50165
1082	172644
1083	180691
1084	48167
1085	176448
1086	304851
1087	48260
1088	183722
1089	135478
1090	94572
1091	121272
1092	5623
1093	17490
1094	34030
1095	27134
1096	22725
1097	7549
1098	2106
1099	35014
1100	42506
1101	2032
1102	5354
1103	82506
1105	3247
1106	61
1107	33
1108	536
1109	1
1110	25960
1111	2057
1112	882
1113	147
1114	132
1115	441
1116	85
1118	972
1119	79
1121	2
1123	1
1143	1
1168	9
1169	6
1170	3
1171	67
1173	3
1175	1
1177	25
1178	63
1179	268
1183	2
1184	2
1185	1
1187	60
1191	8
1193	2
1195	1
1197	6
1198	12
1199	152
1201	9
1202	5
1203	31
1205	2
1206	13
1207	42
1210	1
1214	1
1224	1
1240	5
1241	51
1249	1
1251	9
1255	4
1256	25
1257	185
1263	98
1269	2
1329	136
1330	9
1331	11
1332	9
1333	7
1334	3
1335	1
1337	7
1338	1
1339	8
1340	5
1341	1
1342	1
1343	13
1344	27
1345	2
1346	2
1347	2
1348	11
1350	4
1351	5
1353	3
1354	4
1355	1
1356	2
1357	12
1358	10
1359	6
1360	1
1364	4
1365	3
1366	3
1377	372
1378	20
1379	21
1380	39
1381	71
1382	17
1383	1
1385	6
1386	1
1387	109
1388	28
1389	24
1390	5
1391	20
1392	5
1393	5
1394	11
1395	5
1396	20
1397	52
1398	139
1399	7
1400	95
1402	9
1403	8
1404	11
1405	125
1406	28
1407	41
1408	223
1409	9
1410	60
1411	2
1412	96
1413	2
1414	1
1415	6
1456	14
1457	1
1460	8
1461	5
1462	2
1463	13
1464	9
1465	8
1467	1
1468	14
1470	3
1473	4
1488	8014
1489	9629
1490	4107
1491	7455
1492	14679
1493	18003
1494	2193
1495	4591
1496	2398
1497	22572
1498	1016
1499	2565
1500	9928
1501	3957
1502	8615
1503	6186
1504	7249
1505	3799
1506	4126
1507	701
1508	3439
1509	419
1510	3285
1511	4645
1512	16379
1513	7341
1514	7269
1521	1
1523	8
1548	6
1567	68
1569	2905
1570	552
1571	12450
1572	805
1573	1734
1574	3888
1575	207449
1576	69995
1577	70113
1578	33341
1579	1787
1580	28241
1581	30513
1582	16568
1583	52686
1584	898
1585	115414
1586	16668
1587	42004
1588	28134
1589	13759
1590	11341
1591	15937
1592	895
1593	50556
1594	8493
1600	55
1601	18638
1602	33117
1603	19656
1604	152203
1605	68666
1606	66107
1607	17406
1608	70099
1609	3161
1610	120643
1611	8
1612	1
1613	1
1614	56
1615	47
1616	54
1617	1465
1618	5
1620	96
1638	26
1657	16
1660	3
1662	299
1670	110
1672	17
1673	2
1676	3
1681	2
1688	27
1690	1
1700	2
1705	623
1707	3
1709	7
1711	576
1722	6
1726	51
1729	222
1734	7
1735	22
1736	5
1739	9
1740	2684
1742	1
1744	17
1746	24
1749	94
1776	10
1777	38
1778	18
1779	10
1780	8
1781	8
1782	10
1783	13
1784	5
1785	3
1808	17
1810	9
1811	6
1813	4
1815	3
1816	15
1817	1
1819	2
1821	13
1823	4
1824	7
1825	6
1826	15
1827	8
1830	4
1832	1
1833	1
1834	13
1836	3
1920	1
1922	24
1923	16
1924	4
1926	9
1927	17
1928	4
1929	5
1930	5
1931	5
1932	4
1933	11
1934	4
1936	8
1937	5
1938	5
1939	4
1940	3
1941	3
1942	5
1949	1
1950	1
1958	17
1959	17
1960	21
1961	7
1962	28
1963	2
1964	11
1965	9
1966	7
1967	3
1968	22
2305	10
2306	89
2309	71
2310	7
2311	18
2312	12
2313	13
2314	3
2317	1
2319	4
2320	1
2323	3
2324	2
2325	156
2326	28
2327	397
2328	9
2329	9
2330	50
2331	2
2332	348
2333	7
2334	37
2335	52
2336	3
2337	73
2338	6
2339	47
2340	196
2341	24
2342	455
2343	43
2344	606
2346	140
2347	28
2348	128
2349	23
2350	576
2351	108
2352	965
2354	267
2357	70
2358	29
2359	23
2360	209
2361	301
2364	25
2366	887
2367	194
2368	350
2369	236
2370	24
2371	7
2373	2
2375	270
2376	31
2377	7
2379	103
2380	15
2381	1433
2386	1
2407	1
2411	1
2433	2
2434	4
2437	1
2438	8
2439	13
2441	14
2447	2
2451	12
2452	1
2453	66
2454	6
2455	27
2456	2
2458	5
2460	17
2462	4
2463	86
2465	33
2467	14
2468	28
2469	9
2470	33
2471	4
2472	116
2474	35
2475	20
2476	53
2477	7
2478	53
2479	53
2480	145
2482	74
2486	12
2487	27
2488	54
2489	28
2492	45
2494	213
2495	95
2496	58
2497	56
2503	54
2507	25
2509	210
2527	7
2544	10
2545	5
2562	1
2565	2
2566	5
2570	1
2581	3
2583	2
2586	3
2588	63
2591	2
2593	2
2595	1
2596	64
2597	3
2599	3
2600	4
2602	7
2604	2
2606	2
2608	13
2610	70
2616	67
2617	4
2620	2
2622	11
2623	8
2624	2
2625	66
2626	2
2632	1
2637	3
2652	1
2672	5
2690	8
2693	2
2694	2
2695	1
2709	3
2711	16
2716	3
2721	1
2723	1
2724	1
2725	1
2726	7
2728	5
2730	2
2734	2
2735	1
2736	1
2738	1
2741	2
2743	1
2744	1
2750	18
2751	3
2752	4
2759	1
2763	1
2765	3
2837	1
2844	1
2852	1
2856	2
2858	2
2872	1
2878	4
2879	1
2893	1
2949	7
2950	9
2951	3
2958	5
2962	2
2963	1
2965	54
2969	10
2970	30
2972	3
2974	2
2975	23
2979	6
2980	38
2984	14
2985	30
2986	27
2990	23
2991	25
2992	27
2993	15
2994	27
2995	6
2996	1
2997	13
3000	5
3006	40
3007	51
3008	8
3009	52
3010	4
3014	18
3015	7
3016	19
3018	8
3019	12
3021	111
3074	8
3077	3
3079	1
3080	1
3081	1
3093	13
3094	1
3095	5
3100	12
3103	5
3105	7
3107	7
3108	4
3109	1
3110	7
3112	21
3114	4
3115	2
3116	7
3118	3
3119	15
3120	19
3122	12
3125	3
3126	2
3127	8
3128	6
3129	1
3134	33
3135	28
3136	6
3137	7
3139	6
3142	8
3143	1
3144	2
3146	4
3147	4
3149	46
3202	22
3205	8
3206	1
3208	1
3209	1
3218	1
3221	18
3222	1
3223	24
3228	6
3231	7
3233	5
3235	9
3236	8
3237	1
3238	15
3240	24
3242	3
3244	7
3246	6
3247	16
3248	21
3250	13
3251	3
3253	6
3254	1
3255	10
3256	8
3257	1
3262	36
3263	22
3264	5
3265	9
3266	3
3267	6
3270	10
3271	2
3272	3
3274	8
3275	2
3277	45
3330	14
3333	5
3334	1
3335	3
3336	1
3337	1
3346	1
3349	19
3350	1
3351	21
3353	4
3354	2
3356	9
3358	4
3359	13
3361	6
3363	5
3364	13
3366	11
3368	28
3370	7
3372	8
3374	4
3375	20
3376	18
3377	23
3378	12
3379	1
3381	12
3382	2
3383	3
3384	10
3385	2
3390	28
3391	34
3392	8
3393	13
3398	11
3399	5
3400	1
3402	5
3403	15
3405	82
3482	1
3484	1
3490	1
3505	1
3508	1
3510	1
3512	2
3513	1
3514	2
3515	1
3517	1
3524	1
3525	1
3535	2
3538	2
3548	1
3585	3059
3586	1146
3587	70
3588	1042
3590	10
3591	3372
3592	812
3593	82
3594	1224
3595	519
3596	1
3597	240
3598	24
3599	14
3600	100
3601	18
3602	61
3603	287
3604	1374
3605	2037
3606	945
3607	1776
3608	393
3609	6812
3610	2008
3611	1224
3612	178
3613	26
3614	1900
3615	199
3616	423
3617	3337
3618	3699
3619	5262
3620	39
3621	2355
3623	2771
3624	729
3625	431
3626	2117
3627	1520
3628	52
3629	3103
3630	181
3631	52
3632	1328
3633	1822
3634	6833
3635	1080
3636	2514
3637	2110
3638	102
3639	713
3640	1358
3641	816
3648	3940
3649	1308
3650	1382
3651	161
3652	487
3654	1
3655	360
3656	2562
3657	2829
3658	250
3659	645
3660	980
3661	3
3664	2
3665	1
3666	17
3669	2
3673	2
3713	27
3714	68
3716	21
3719	114
3720	11
3722	23
3725	12
3732	39
3733	19
3734	15
3735	40
3737	168
3738	15
3739	27
3740	2
3742	23
3743	3
3745	115
3747	3
3749	34
3751	62
3754	24
3755	31
3757	106
3758	34
3760	59
3761	34
3762	134
3763	66
3764	22
3765	7
3767	15
3768	11
3769	23
3771	26
3772	8
3773	9
3776	18
3777	66
3778	11
3780	17
3784	96
3785	85
3789	10
3804	1
3805	14
3851	316
3853	16
3904	37
3905	6
3906	80
3908	71
3909	2
3910	24
3911	7
3913	23
3914	2
3916	3
3919	4
3920	4
3921	16
3923	30
3924	40
3925	3
3926	19
3928	30
3929	23
3930	10
3931	1
3933	2
3934	1
3936	22
3937	48
3938	74
3939	34
3940	4
3942	54
3943	3
3944	5
3953	3
3954	42
3956	48
3962	24
3964	82
3986	4
3988	1
4001	2
4003	1
4004	3
4005	2
4008	1
4009	4
4011	8
4017	6
4018	17
4019	24
4023	8
4096	14
4097	47
4098	1
4100	89
4101	91
4102	1
4106	12
4112	47
4113	5
4114	1
4116	27
4117	14
4119	1
4120	2
4121	130
4122	9
4123	67
4124	9
4125	12
4126	4
4129	3
4135	12
4139	2
4140	89
4141	26
4142	22
4143	29
4144	4
4145	79
4146	44
4150	8
4151	7
4152	48
4153	129
4154	94
4155	3
4156	48
4157	7
4158	4
4304	1356
4305	213
4306	155
4307	159
4308	561
4309	593
4310	94
4311	243
4312	1478
4313	419
4314	373
4315	511
4316	320
4317	401
4318	36
4319	8
4320	703
4321	494
4322	363
4323	215
4324	56
4325	172
4326	50
4327	46
4328	134
4329	45
4330	53
4331	64
4332	83
4333	31
4334	181
4335	44
4336	4
4609	1
4611	1
4614	1
4616	3
4617	2
4618	4
4619	10
4620	2
4621	20
4622	1
4624	2
4627	1
4628	2
4629	7
4632	11
4634	2
4635	10
4636	5
4637	10
4638	6
4648	8
4649	6
4650	16
4651	5
4652	1
4653	21
4654	6
4656	6
4659	3
4660	2
4661	12
4662	1
4667	1
4669	1
4672	6
4673	4
4674	1
4675	1
4678	2
4704	5
4705	4
4706	2
4707	102
4708	9
4709	10
4710	5
4720	5
4721	4
4723	3
4724	1
4725	11
4726	2
4733	5
4752	5
4754	5
4755	13
4756	2
4757	32
4763	1
4768	31
4770	2
4771	5
4772	1
4773	1
4774	1
4776	2
4779	13
4780	2
4781	5
4782	4
4787	1
4803	1
4808	1
4810	3
4811	2
4813	1
4819	74
4824	2
4825	1
4826	1
4827	1
4829	4
4830	6
4834	1
4840	3
4843	15
4845	87
4846	1
4848	14
4849	1
4850	4
4851	13
4853	9
4864	4
4866	1
4867	4
4868	1
4869	1
4870	3
4872	4
4873	2
4874	3
4875	4
4877	6
4878	12
4900	2
4901	4
4904	2
4909	5
4917	1
4925	1
4933	1
4936	3
4938	3
4939	2
4941	8
4946	1
4947	2
5024	2
5026	1
5028	1
5030	1
5034	1
5043	1
5044	1
5045	1
5047	1
5048	1
5054	1
5058	3
5062	1
5063	2
5065	1
5069	1
5074	1
5079	1
5091	1
5101	1
5103	2
5123	1
5130	3
5176	1
5193	1
5198	1
5200	1
5205	1
5222	2
5229	2
5231	1
5315	1
5328	3
5381	1
6016	12
6017	1
6018	89
6020	57
6021	3
6023	5
6026	1
6030	2
6031	14
6032	1
6033	3
6034	2
6035	12
6036	13
6037	3
6038	8
6039	1
6040	57
6041	6
6042	19
6043	9
6044	5
6047	14
6048	1
6050	2
6055	1
6070	25
6071	5
6072	4
6073	1
6075	11
6076	1
6077	1
6078	1
6080	3
6081	47
6082	7
6083	2
6084	5
6086	7
6087	5
6088	1
6089	4
6091	9
6093	1
6096	2
6098	62
6660	1
6669	1
6683	1
7693	1
7696	107
7697	302
7716	1
7717	3
7720	919
7721	664
7722	1
7723	1
7731	2
7734	2
7735	4
7777	5
7779	4
7781	2
7788	2
7789	3
7795	3
7841	1080
7842	2
7843	359
7844	7
7845	214
7847	694
7848	1
7849	37
7851	9
7853	287
7855	284
7857	35
7859	6
7861	4
7863	78
7865	9
7867	652
7869	7
7871	359
7873	176
7875	147
7877	700
7879	556
7881	31
7883	272
7885	222
7887	44
7888	2
7889	672
7891	482
7893	90
7895	47
7897	347
7899	213
7901	631
7903	47
7907	159
7909	62
7911	122
7913	193
7915	86
7917	84
7919	93
7921	65
7923	100
7927	9
7929	163
7945	1
7949	1
8046	5
8057	1
8061	1
8201	2
8203	64
8204	186
8205	19
8206	704
8207	17
8208	16
8211	1913
8212	345
8216	1012
8217	1861
8218	7
8220	221
8221	122
8222	264
8224	9
8225	1
8226	37
8230	8
8240	1
8249	2
8250	1
8319	5
8322	3
8364	29
8470	4981
8482	4
8544	4
8545	9
8594	2
8706	4
8722	150
11568	1
11575	1
11579	1
11604	1
11618	1
11621	1
12288	114
12289	10
12290	2
12293	106
12298	1
12300	25
12301	25
12354	167
12356	695
12358	139
12360	218
12361	1
12362	343
12363	234
12364	146
12365	284
12366	36
12367	623
12368	16
12369	101
12370	19
12371	117
12372	24
12373	286
12374	34
12375	383
12376	95
12377	165
12378	81
12379	187
12380	173
12381	23
12382	3
12383	315
12384	46
12385	337
12386	2
12387	43
12388	220
12389	17
12390	296
12391	20
12392	175
12393	126
12394	279
12395	46
12396	20
12397	11
12398	1252
12399	113
12400	125
12401	10
12402	70
12403	66
12404	3
12405	59
12406	24
12407	3
12408	9
12409	14
12411	201
12412	30
12413	26
12414	277
12415	469
12416	19
12417	58
12418	101
12419	20
12420	133
12421	4
12422	106
12423	29
12424	46
12425	309
12426	2505
12427	61
12428	60
12429	287
12431	599
12432	1
12434	3
12435	426
12449	102
12450	925
12451	251
12452	1579
12453	6
12454	313
12455	141
12456	314
12457	29
12458	195
12459	248
12460	106
12461	315
12462	36
12463	799
12464	338
12465	140
12466	32
12467	220
12468	240
12469	373
12470	84
12471	288
12472	339
12473	1554
12474	103
12475	528
12476	25
12477	141
12478	18
12479	957
12480	122
12481	104
12482	5
12483	400
12484	190
12486	294
12487	184
12488	1107
12489	593
12490	236
12491	257
12492	3
12493	318
12494	847
12495	119
12496	516
12497	752
12498	33
12499	210
12500	53
12501	417
12502	452
12503	248
12504	17
12505	65
12506	38
12507	121
12508	49
12509	122
12510	395
12511	197
12512	207
12513	168
12514	263
12515	108
12516	98
12517	151
12518	39
12519	103
12520	65
12521	775
12522	922
12523	1469
12524	595
12525	466
12527	209
12528	1
12531	2753
12532	89
12534	630
12539	359
12540	3279
12583	2
12596	4
12622	1
12828	24
14565	1
19968	1334
19969	849
19971	424
19975	212
19976	19
19977	2346
19978	2582
19979	1456
19981	91
19982	31
19985	2
19987	6
19988	2
19990	234
19992	404
19993	4
19994	24
19995	2
19996	588
19997	1
20001	98
20004	16
20005	1
20006	127
20010	17
20011	1
20013	4845
20016	88
20018	25
20020	87
20024	256
20025	190
20026	5
20027	77
20028	1
20029	40
20035	25
20037	603
20041	51
20043	211
20044	102
20045	12
20048	67
20052	2
20055	12
20057	39
20061	586
20062	18
20063	1
20064	2
20065	188
20070	22
20080	3
20081	4
20083	14
20094	9
20096	73
20102	1
20104	813
20105	1
20107	100
20108	1102
20110	4
20113	114
20114	3
20116	669
20117	1382
20120	7
20122	64
20124	2
20126	25
20130	3
20132	779
20133	38
20134	3
20135	1
20136	28
20140	4233
20141	106
20142	3
20146	1
20147	1
20154	125
20160	32
20161	219
20166	2
20170	262
20171	38
20174	4
20175	31
20177	90
20179	15
20180	57
20181	3
20182	3
20184	12
20185	477
20193	4
20195	320
20196	5
20197	3
20202	4
20204	4
20206	3
20210	36
20214	11
20219	49
20221	1
20225	9
20234	1408
20237	2
20238	1
20239	95
20240	2
20241	19
20247	2
20249	2
20250	594
20253	23
20254	1
20255	13
20256	2
20262	35
20271	185
20276	4
20280	3
20284	47
20285	4
20291	6
20294	81
20301	12
20302	1
20303	196
20304	986
20305	12
20307	91
20309	4
20312	1
20313	62
20315	30
20316	67
20320	1
20324	20
20332	4
20336	1
20339	17
20348	5
20351	15
20358	8
20363	8
20365	5
20375	12
20379	6
20381	32
20385	6
20391	2
20399	11
20415	335
20420	13
20426	4
20433	1
20445	434
20449	959
20451	41
20461	1
20462	32
20465	1
20469	4
20470	5
20489	525
20493	14
20505	1
20518	2
20523	38
20534	14
20547	2
20551	18
20559	2
20565	2
20572	214
20581	70
20596	68
20598	1
20613	7
20616	10
20621	20
20632	3
20633	513
20643	32
20648	3
20659	1
20685	2
20687	24
20689	3
20723	10
20736	9
20747	2
20754	2
20791	1
20799	7
20801	2
20803	197
20804	2
20805	4
20806	6
20808	21
20809	650
20811	125
20813	141
20814	4
20816	325
20818	1
20822	3
20826	1
20828	8
20834	2
20837	655
20839	39
20840	29
20843	1175
20844	2460
20845	353
20848	298
20849	45
20851	93
20852	164
20853	79
20854	7
20855	19
20856	17
20857	4
20859	11
20860	4
20864	2
20869	859
20870	33
20872	16
20876	2
20877	13
20885	2
20889	2
20891	12
20892	26
20896	18
20908	9
20911	4
20912	3
20914	8
20918	6
20919	16
20937	11
20940	17
20957	10
20960	4
20961	2
20964	47
20966	21
20975	10
20976	6
20977	8
20985	2
20986	252
20989	694
20992	15
20995	2
20998	223
20999	92
21000	33
21009	7
21010	1
21015	19
21016	6
21017	9
21018	5
21019	3
21021	42
21028	10
21029	528
21033	230
21035	3
21040	1
21046	2
21047	8
21048	4
21050	4
21051	3
21066	8
21069	2132
21073	10
21083	8
21091	12
21092	7
21095	6
21105	2
21106	8
21109	34
21122	2
21123	4
21127	19
21129	1
21133	2
21140	3
21147	70
21149	5
21150	2
21151	58
21152	349
21153	10
21160	12
21161	21
21162	2
21170	1
21171	17
21172	7
21185	12
21187	6
21189	2
21191	17
21193	2
21200	11
21202	32
21205	2488
21208	2
21209	142
21213	302
21214	3
21218	758
21220	17
21223	2
21246	6
21247	9
21248	2
21253	45
21256	2
21270	228
21271	4965
21277	2
21280	1
21295	6
21305	1
21306	2143
21307	134
21312	109
21313	309
21315	978
21317	1
21319	4
21320	7
21322	62
21326	216
21327	3
21329	7
21331	13
21332	32
21333	6
21334	1
21335	3713
21338	158
21340	3
21344	5
21345	27
21346	19
21350	3
21351	6
21355	17
21359	4
21360	60
21361	8
21363	3
21368	17
21375	5
21378	8
21380	7
21381	11
21382	12
21400	10
21402	255
21405	5
21407	2303
21410	2
21414	38
21416	16
21417	8
21426	2
21427	4
21439	3118
21442	70
21448	29
21449	7
21450	18
21451	68
21452	79
21453	15
21457	15
21462	90
21463	3
21465	3
21472	2
21473	116
21475	1437
21476	2628
21477	2
21482	165
21484	4
21485	1
21487	136
21488	995
21490	20
21491	132
21494	20
21495	3419
21496	45
21508	81
21512	265
21513	627
21516	96
21517	3177
21518	75
21520	11
21521	181
21525	3
21531	18
21536	4
21543	11
21547	5
21548	2
21551	4
21555	11
21556	34
21560	3
21561	65
21566	117
21570	47
21576	4
21577	179
21578	7
21585	4
21592	1
21608	109
21619	42
21628	42
21629	13
21632	8
21643	13
21644	1528
21654	45
21658	2
21669	2
21681	2
21682	13
21688	49
21693	2
21697	179
21704	134
21709	2
21729	20
21733	14
21736	3
21737	1
21746	5
21764	9
21776	170
21805	1
21806	1
21807	4
21830	113
21839	13
21843	10
21855	9
21857	45
21860	2
21888	122
21892	96
21895	91
21897	3
21916	150
21931	5
21932	2
21936	16
21942	1573
21943	2
21987	2
22025	118
22030	7
22068	11
22092	2
22108	1
22120	18
22132	16
22134	3
22218	4
22235	623
22238	54
22240	90
22242	8
22243	122
22253	207
22258	1
22259	91
22260	6
22266	21
22269	2296
22270	24
22275	3
22278	30
22280	3
22283	263
22285	31
22287	130
22290	1955
22291	12
22294	11
22303	1115
22307	14
22311	2
22312	73
22313	12
22317	5
22320	1701
22323	16
22330	135
22331	2
22336	16
22338	737
22343	2
22346	101
22350	3
22351	2
22352	1
22353	45
22363	16
22365	25
22366	5
22367	1
22369	23
22372	8
22374	14
22376	5
22378	69
22387	12
22389	1
22395	2
22402	12
22405	2
22411	3
22418	2
22433	1
22434	1
22435	67
22438	2
22443	2
22466	1
22467	9
22471	2
22475	1
22478	1219
22484	84
22485	3
22492	6
22495	86
22496	12
22500	6
22509	4
22516	3
22521	8
22522	131
22524	113
22528	397
22530	393
22533	29
22534	4
22541	1
22561	30
22564	155
22570	2
22576	35
22577	14
22580	1193
22581	4
22586	401
22602	1
22605	6
22612	89
22616	169
22617	11
22618	413
22622	17
22626	1
22633	244
22635	2
22637	2
22654	6
22659	168
22661	26
22675	48
22679	27
22680	8
22681	9
22687	9
22696	26
22697	8
22707	53
22721	40
22726	2
22727	4
22754	8
22756	3
22763	251
22764	7
22766	14
22767	1
22769	6
22770	43
22774	3
22775	5
22778	7
22781	103
22788	7
22793	30
22797	32
22799	58
22805	37
22806	223
22809	6
22810	950
22812	34
22818	31
22823	6215
22825	783
22826	386
22827	37
22830	2115
22836	42
22839	8
22841	2
22846	1
22852	1
22855	8
22856	349
22857	14
22862	8
22868	3
22872	2
22885	680
22887	14
22899	71
22900	4
22902	1
22909	35
22914	31
22915	4
22919	1
22937	43
22949	1
22955	4
22969	8
22971	134
22982	3
22985	23
22987	12
22993	8
22995	2
22996	2
23002	10
23004	2
23013	5
23016	4
23018	4
23019	249
23030	2
23041	40
23043	6
23044	8
23067	3
23068	3
23110	16
23142	12
23156	2
23162	5
23195	1
23229	1
23273	31
23340	6
23360	1
23376	637
23380	20
23382	2
23383	34
23384	5
23385	2
23386	2
23388	12
23389	33
23391	16
23395	10
23396	6
23398	1416
23401	2
23403	28
23416	115
23425	231
23429	36
23431	497
23432	65
23433	873
23435	1
23437	12
23439	13
23445	13
23447	284
23448	31
23449	3
23450	108
23451	9
23452	85
23453	246
23454	6
23455	54
23457	4
23458	133
23459	26
23460	637
23467	88
23470	1187
23472	22
23475	2
23478	285
23481	19
23485	7
23486	37
23487	409
23492	32
23493	3
23494	19
23500	1092
23506	77
23507	5
23515	2
23517	13
23519	189
23526	5
23527	24
23528	17
23534	21
23536	1
23539	1
23542	54
23545	2
23546	1133
23547	8
23550	2
23551	106
23553	12
23554	43
23556	21
23558	15
23559	8
23560	7
23561	3
23562	4
23566	5
23567	2492
23569	11
23572	265
23574	22
23578	26
23588	2
23591	5
23601	1
23610	4
23611	117
23612	202
23614	771
23615	1
23616	402
23618	2
23621	109
23624	17
23627	2579
23631	53
23633	1
23637	33
23646	30
23652	1
23653	4
23660	1
23663	117
23665	8536
23673	1
23674	2
23696	422
23697	2
23700	3
23703	28
23706	7
23707	193
23713	869
23714	2
23721	502
23723	2
23724	51
23725	69
23729	8
23731	103
23735	4
23736	407
23748	2
23749	4
23762	4
23769	2
23776	68
23777	113
23780	1
23782	2
23784	54
23786	8
23791	17
23792	147
23798	3302
23803	2
23805	2
23809	8
23810	2
23811	2
23814	2
23815	56
23822	1076
23830	1
23831	13
23833	14
23882	4
23888	87
23913	13
23919	44
23938	2
23947	4
23994	27
23996	9
23997	5
24012	7
24013	4
24018	1
24022	2
24029	4429
24030	998
24033	1
24034	8
24035	43
24037	258
24038	210
24039	7
24040	12
24041	14
24043	5
24046	343
24049	17
24051	7
24052	127
